species,longitude,latitude,source
Cyathea cooperi,151.18853,-33.887149,University of Sydney
Cyathea cooperi,151.184203,-33.885985,University of Sydney
Cyathea cooperi,151.191216,-33.892356,University of Sydney
Cyathea cooperi,151.191197,-33.89232,University of Sydney
Cyathea cooperi,151.048609,-33.88267,University of Sydney
Cyathea cooperi,151.299265,-33.549308,University of Sydney
Cyathea cooperi,151.18651,-33.886168,University of Sydney
Cyathea cooperi,151.186598,-33.886323,University of Sydney
Cyathea cooperi,151.186652,-33.886313,University of Sydney
Cyathea cooperi,151.186571,-33.885362,University of Sydney
Cyathea cooperi,151.186508,-33.885411,University of Sydney
Cyathea cooperi,151.186384,-33.887018,University of Sydney
Cinnamomum camphora,151.184335,-33.888503,University of Sydney
Cinnamomum camphora,151.1844,-33.888338,University of Sydney
Cinnamomum camphora,151.184284,-33.888449,University of Sydney
Cinnamomum camphora,151.184243,-33.88833,University of Sydney
Cinnamomum camphora,151.184373,-33.888261,University of Sydney
Cinnamomum camphora,151.18435,-33.88818,University of Sydney
Cinnamomum camphora,151.18337,-33.885464,University of Sydney
Cinnamomum camphora,151.184994,-33.887216,University of Sydney
Cinnamomum camphora,151.183193,-33.885507,University of Sydney
Cinnamomum camphora,151.186001,-33.888059,University of Sydney
Cinnamomum camphora,151.186024,-33.888128,University of Sydney
Cinnamomum camphora,151.163537,-33.865751,University of Sydney
Cinnamomum camphora,151.163454,-33.864265,University of Sydney
Cinnamomum camphora,151.162383,-33.863867,University of Sydney
Cinnamomum camphora,151.162363,-33.86401,University of Sydney
Populus deltoides,151.188291,-33.886059,University of Sydney
Populus deltoides,151.184166,-33.885611,University of Sydney
Populus deltoides,151.183159,-33.88678,University of Sydney
Populus deltoides,151.183089,-33.886724,University of Sydney
Populus deltoides,151.182914,-33.88649,University of Sydney
Populus deltoides,151.181469,-33.885872,University of Sydney
Populus deltoides,151.191847,-33.890804,University of Sydney
Populus deltoides,151.191685,-33.890867,University of Sydney
Populus deltoides,151.190979,-33.891501,University of Sydney
Populus deltoides,151.190937,-33.891515,University of Sydney
Populus deltoides,151.190889,-33.891529,University of Sydney
Populus deltoides,151.190806,-33.891557,University of Sydney
Populus deltoides,150.658584,-34.03593,University of Sydney
Populus deltoides,150.658787,-34.035978,University of Sydney
Populus deltoides,150.658703,-34.035949,University of Sydney
Populus deltoides,150.658936,-34.035988,University of Sydney
Populus deltoides,150.659008,-34.035996,University of Sydney
Populus deltoides,150.659123,-34.036006,University of Sydney
Populus deltoides,150.659209,-34.03603,University of Sydney
Populus nigra 'Italica',151.18867,-33.88749,University of Sydney
Doryanthes excelsa,151.189789,-33.888984,University of Sydney
Doryanthes excelsa,151.190785,-33.890196,University of Sydney
Doryanthes excelsa,151.190983,-33.88493,University of Sydney
Doryanthes excelsa,151.18753,-33.88537,University of Sydney
Doryanthes excelsa,151.189253,-33.885044,University of Sydney
Doryanthes excelsa,151.190746,-33.88544,University of Sydney
Doryanthes excelsa,151.190671,-33.885168,University of Sydney
Doryanthes excelsa,151.185408,-33.885774,University of Sydney
Doryanthes excelsa,151.192256,-33.890666,University of Sydney
Doryanthes excelsa,151.191147,-33.889917,University of Sydney
Doryanthes excelsa,151.191056,-33.889981,University of Sydney
Doryanthes excelsa,151.193542,-33.889955,University of Sydney
Doryanthes excelsa,151.193232,-33.889075,University of Sydney
Doryanthes excelsa,151.191903,-33.890813,University of Sydney
Doryanthes excelsa,151.190835,-33.890309,University of Sydney
Doryanthes excelsa,151.189282,-33.889046,University of Sydney
Doryanthes excelsa,151.188773,-33.888428,University of Sydney
Doryanthes excelsa,151.188709,-33.88798,University of Sydney
Doryanthes excelsa,151.191382,-33.885801,University of Sydney
Doryanthes excelsa,151.188789,-33.888282,University of Sydney
Doryanthes excelsa,151.191657,-33.890872,University of Sydney
Doryanthes excelsa,151.18982,-33.888964,University of Sydney
Doryanthes excelsa,151.187282,-33.886095,University of Sydney
Doryanthes excelsa,151.187589,-33.884902,University of Sydney
Doryanthes excelsa,151.190534,-33.885469,University of Sydney
Doryanthes excelsa,151.193411,-33.888987,University of Sydney
Doryanthes excelsa,151.298786,-33.549379,University of Sydney
Doryanthes excelsa,151.299032,-33.549553,University of Sydney
Doryanthes excelsa,151.298778,-33.549325,University of Sydney
Doryanthes excelsa,151.298771,-33.549503,University of Sydney
Doryanthes excelsa,151.298933,-33.549376,University of Sydney
Doryanthes excelsa,151.298654,-33.549481,University of Sydney
Doryanthes excelsa,151.297925,-33.549269,University of Sydney
Stenocarpus sinuatus,151.189202,-33.88514,University of Sydney
Stenocarpus sinuatus,151.189745,-33.887531,University of Sydney
Stenocarpus sinuatus,151.189866,-33.887855,University of Sydney
Stenocarpus sinuatus,151.189603,-33.889032,University of Sydney
Stenocarpus sinuatus,151.189443,-33.889031,University of Sydney
Stenocarpus sinuatus,151.185444,-33.88702,University of Sydney
Stenocarpus sinuatus,151.189225,-33.885096,University of Sydney
Stenocarpus sinuatus,151.190444,-33.891102,University of Sydney
Stenocarpus sinuatus,151.190395,-33.891121,University of Sydney
Stenocarpus sinuatus,151.192399,-33.888896,University of Sydney
Stenocarpus sinuatus,151.19241,-33.888841,University of Sydney
Stenocarpus sinuatus,151.192471,-33.888853,University of Sydney
Stenocarpus sinuatus,151.192508,-33.888883,University of Sydney
Stenocarpus sinuatus,151.191225,-33.88987,University of Sydney
Stenocarpus sinuatus,151.191277,-33.889942,University of Sydney
Stenocarpus sinuatus,151.194459,-33.888447,University of Sydney
Stenocarpus sinuatus,151.049118,-33.882015,University of Sydney
Stenocarpus sinuatus,151.048713,-33.882499,University of Sydney
Stenocarpus sinuatus,151.048728,-33.882538,University of Sydney
Stenocarpus sinuatus,151.048494,-33.882804,University of Sydney
Stenocarpus sinuatus,151.048668,-33.880755,University of Sydney
Stenocarpus sinuatus,151.189718,-33.887523,University of Sydney
Stenocarpus sinuatus,151.189825,-33.888821,University of Sydney
Grevillea sp.,150.65543,-34.032169,University of Sydney
Banksia integrifolia,151.190167,-33.886535,University of Sydney
Banksia integrifolia,151.19023,-33.886545,University of Sydney
Banksia integrifolia,151.190225,-33.886485,University of Sydney
Banksia integrifolia,151.190185,-33.88644,University of Sydney
Banksia integrifolia,151.185809,-33.891689,University of Sydney
Banksia integrifolia,151.185696,-33.891669,University of Sydney
Banksia integrifolia,151.182854,-33.887876,University of Sydney
Banksia integrifolia,151.183487,-33.886985,University of Sydney
Banksia integrifolia,151.183418,-33.886997,University of Sydney
Banksia integrifolia,151.183505,-33.887048,University of Sydney
Banksia integrifolia,151.190185,-33.891157,University of Sydney
Banksia integrifolia,147.592578,-33.939274,University of Sydney
Banksia integrifolia,147.592571,-33.939379,University of Sydney
Banksia integrifolia,147.592569,-33.93942,University of Sydney
Banksia integrifolia,147.59256,-33.939565,University of Sydney
Banksia integrifolia,147.592555,-33.939637,University of Sydney
Banksia integrifolia,147.592544,-33.939816,University of Sydney
Banksia integrifolia,151.186401,-33.886183,University of Sydney
Banksia integrifolia,151.184394,-33.888881,University of Sydney
Banksia integrifolia,151.184296,-33.888902,University of Sydney
Banksia integrifolia,151.184167,-33.888927,University of Sydney
Banksia integrifolia,151.183033,-33.888089,University of Sydney
Banksia integrifolia,151.189659,-33.891356,University of Sydney
Banksia serrata,151.18758,-33.887492,University of Sydney
Banksia serrata,151.187622,-33.88774,University of Sydney
Banksia serrata,151.187636,-33.887838,University of Sydney
Banksia serrata,151.188816,-33.888446,University of Sydney
Banksia serrata,151.183641,-33.88543,University of Sydney
Banksia serrata,151.191146,-33.889974,University of Sydney
Banksia serrata,151.194652,-33.88904,University of Sydney
Banksia serrata,151.194606,-33.889026,University of Sydney
Banksia serrata,151.194567,-33.889013,University of Sydney
Banksia serrata,151.18288,-33.88652,University of Sydney
Banksia serrata,151.192232,-33.889342,University of Sydney
Grevillea robusta,151.184293,-33.885813,University of Sydney
Grevillea robusta,151.183881,-33.885825,University of Sydney
Grevillea robusta,151.183109,-33.886539,University of Sydney
Grevillea robusta,151.182721,-33.886361,University of Sydney
Grevillea robusta,151.191127,-33.891315,University of Sydney
Grevillea robusta,150.652877,-34.035615,University of Sydney
Grevillea robusta,150.656174,-34.03545,University of Sydney
Grevillea robusta,151.047886,-33.881289,University of Sydney
Grevillea robusta,151.047861,-33.881749,University of Sydney
Grevillea robusta,147.602706,-33.778912,University of Sydney
Grevillea robusta,150.667182,-34.017652,University of Sydney
Olea africana,151.19048,-33.885019,University of Sydney
Olea africana,151.182959,-33.886455,University of Sydney
Olea africana,151.182656,-33.886334,University of Sydney
Olea africana,151.16231,-33.867423,University of Sydney
Schinus areira,151.162743,-33.866779,University of Sydney
Schinus areira,151.162864,-33.866655,University of Sydney
Schinus areira,151.163247,-33.864999,University of Sydney
Schinus areira,151.163254,-33.864915,University of Sydney
Schinus areira,151.163156,-33.864913,University of Sydney
Schinus areira,151.163509,-33.86483,University of Sydney
Schinus areira,151.163617,-33.8648,University of Sydney
Schinus areira,151.161891,-33.865345,University of Sydney
Schinus areira,151.162129,-33.866071,University of Sydney
Schinus areira,151.162,-33.8662,University of Sydney
Schinus areira,151.161995,-33.866254,University of Sydney
Schinus areira,151.161902,-33.866253,University of Sydney
Schinus areira,151.161821,-33.866257,University of Sydney
Schinus areira,151.161816,-33.866188,University of Sydney
Schinus areira,151.16226,-33.86741,University of Sydney
Schinus areira,151.163545,-33.86702,University of Sydney
Schinus areira,151.163563,-33.866987,University of Sydney
Schinus areira,151.163558,-33.866873,University of Sydney
Schinus areira,151.163465,-33.866863,University of Sydney
Schinus areira,151.163283,-33.866868,University of Sydney
Schinus areira,151.163313,-33.866832,University of Sydney
Schinus areira,151.16335,-33.866051,University of Sydney
Schinus areira,150.667529,-34.018478,University of Sydney
Schinus areira,150.658604,-34.029679,University of Sydney
Schinus areira,150.658618,-34.029634,University of Sydney
Schinus areira,150.658623,-34.029595,University of Sydney
Schinus areira,150.658819,-34.029545,University of Sydney
Schinus areira,150.658878,-34.029786,University of Sydney
Schinus areira,150.658956,-34.029623,University of Sydney
Schinus areira,150.659003,-34.029637,University of Sydney
Schinus areira,150.657575,-34.029629,University of Sydney
Schinus areira,150.658105,-34.028917,University of Sydney
Schinus areira,150.657921,-34.028988,University of Sydney
Schinus areira,150.657679,-34.026393,University of Sydney
Schinus areira,151.050469,-33.883547,University of Sydney
Harpephyllum caffrum,151.194149,-33.888801,University of Sydney
Pyrus calleryana,151.185758,-33.88552,University of Sydney
Pyrus calleryana,151.185806,-33.885513,University of Sydney
Pyrus calleryana,151.185834,-33.885514,University of Sydney
Pyrus calleryana,151.185881,-33.88546,University of Sydney
Pyrus calleryana,151.185879,-33.885427,University of Sydney
Pyrus calleryana,151.185881,-33.885399,University of Sydney
Pyrus calleryana,151.185792,-33.885409,University of Sydney
Pyrus calleryana,151.184385,-33.886067,University of Sydney
Pyrus calleryana,151.184545,-33.885915,University of Sydney
Pyrus calleryana,151.185359,-33.885973,University of Sydney
Pyrus calleryana,151.185582,-33.886367,University of Sydney
Pyrus calleryana,151.185629,-33.886774,University of Sydney
Pyrus calleryana,151.184372,-33.886107,University of Sydney
Pyrus calleryana,151.184392,-33.886045,University of Sydney
Pyrus calleryana,151.184403,-33.886019,University of Sydney
Pyrus calleryana,151.184426,-33.885971,University of Sydney
Pyrus calleryana,151.184466,-33.885939,University of Sydney
Pyrus calleryana,151.184489,-33.885924,University of Sydney
Pyrus calleryana,151.18452,-33.885912,University of Sydney
Pyrus calleryana,151.184574,-33.885915,University of Sydney
Pyrus calleryana,151.184601,-33.885915,University of Sydney
Pyrus calleryana,151.18463,-33.885916,University of Sydney
Pyrus calleryana,151.185154,-33.885907,University of Sydney
Pyrus calleryana,151.185198,-33.885914,University of Sydney
Pyrus calleryana,151.185242,-33.885928,University of Sydney
Pyrus calleryana,151.185279,-33.88594,University of Sydney
Pyrus calleryana,151.185317,-33.885953,University of Sydney
Pyrus calleryana,151.185387,-33.885997,University of Sydney
Pyrus calleryana,151.18541,-33.886019,University of Sydney
Pyrus calleryana,151.185428,-33.886043,University of Sydney
Pyrus calleryana,151.185451,-33.886062,University of Sydney
Pyrus calleryana,151.185469,-33.886079,University of Sydney
Pyrus calleryana,151.185488,-33.88611,University of Sydney
Pyrus calleryana,151.185506,-33.886136,University of Sydney
Pyrus calleryana,151.185531,-33.886188,University of Sydney
Pyrus calleryana,151.185546,-33.886213,University of Sydney
Pyrus calleryana,151.185565,-33.88626,University of Sydney
Pyrus calleryana,151.185575,-33.886292,University of Sydney
Pyrus calleryana,151.185577,-33.886337,University of Sydney
Pyrus calleryana,151.191428,-33.889693,University of Sydney
Pyrus calleryana,151.19149,-33.889665,University of Sydney
Pyrus calleryana,151.191572,-33.889629,University of Sydney
Pyrus calleryana,151.191639,-33.889593,University of Sydney
Pyrus calleryana,151.191707,-33.889553,University of Sydney
Pyrus calleryana,151.191777,-33.889515,University of Sydney
Pyrus calleryana,151.191826,-33.889481,University of Sydney
Pyrus calleryana,151.191941,-33.889436,University of Sydney
Pyrus calleryana,151.191996,-33.889408,University of Sydney
Pyrus calleryana,151.192065,-33.889367,University of Sydney
Pyrus calleryana,151.192138,-33.889323,University of Sydney
Pyrus calleryana,151.192216,-33.889283,University of Sydney
Pyrus calleryana,151.192279,-33.889251,University of Sydney
Pyrus calleryana,151.19235,-33.889213,University of Sydney
Pyrus calleryana,151.19242,-33.889171,University of Sydney
Pyrus calleryana,151.19248,-33.889139,University of Sydney
Pyrus calleryana,151.192818,-33.88893,University of Sydney
Pyrus calleryana,151.192824,-33.888806,University of Sydney
Pyrus calleryana,151.192754,-33.88883,University of Sydney
Pyrus calleryana,151.19276,-33.88885,University of Sydney
Pyrus calleryana,151.192692,-33.888864,University of Sydney
Pyrus calleryana,151.192706,-33.888888,University of Sydney
Pyrus calleryana,151.192627,-33.888898,University of Sydney
Pyrus calleryana,151.192525,-33.888946,University of Sydney
Pyrus calleryana,151.192542,-33.888962,University of Sydney
Pyrus calleryana,151.192476,-33.888988,University of Sydney
Pyrus calleryana,151.192411,-33.889011,University of Sydney
Pyrus calleryana,151.192335,-33.889041,University of Sydney
Pyrus calleryana,151.192345,-33.889062,University of Sydney
Pyrus calleryana,151.192268,-33.889091,University of Sydney
Pyrus calleryana,151.192174,-33.889129,University of Sydney
Pyrus calleryana,151.19219,-33.889147,University of Sydney
Pyrus calleryana,151.192108,-33.889169,University of Sydney
Pyrus calleryana,151.192063,-33.889221,University of Sydney
Pyrus calleryana,151.191992,-33.889218,University of Sydney
Pyrus calleryana,151.192003,-33.889244,University of Sydney
Pyrus calleryana,151.192042,-33.889197,University of Sydney
Pyrus calleryana,151.191932,-33.889291,University of Sydney
Pyrus calleryana,151.191914,-33.889268,University of Sydney
Pyrus calleryana,151.191845,-33.88932,University of Sydney
Pyrus calleryana,151.191861,-33.889337,University of Sydney
Pyrus calleryana,151.191609,-33.889459,University of Sydney
Pyrus calleryana,151.191624,-33.889477,University of Sydney
Pyrus calleryana,151.19155,-33.889499,University of Sydney
Pyrus calleryana,151.19149,-33.889533,University of Sydney
Pyrus calleryana,151.19141,-33.889567,University of Sydney
Pyrus calleryana,151.191429,-33.889585,University of Sydney
Pyrus calleryana,151.191355,-33.889587,University of Sydney
Pyrus calleryana,151.191374,-33.889608,University of Sydney
Pyrus calleryana,151.190958,-33.889827,University of Sydney
Pyrus calleryana,151.190869,-33.889867,University of Sydney
Pyrus calleryana,151.190782,-33.889916,University of Sydney
Pyrus calleryana,151.190633,-33.889989,University of Sydney
Pyrus calleryana,151.190983,-33.889921,University of Sydney
Pyrus calleryana,151.191092,-33.88986,University of Sydney
Pyrus calleryana,151.191615,-33.88904,University of Sydney
Pyrus calleryana,151.19164,-33.889078,University of Sydney
Pyrus calleryana,151.191256,-33.889779,University of Sydney
Pyrus calleryana,151.191306,-33.889749,University of Sydney
Pyrus calleryana,151.191772,-33.88939,University of Sydney
Pyrus calleryana,150.656205,-34.036538,University of Sydney
Pyrus calleryana,150.712518,-33.761583,University of Sydney
Pyrus calleryana,147.602326,-33.784948,University of Sydney
Pyrus calleryana,147.592569,-33.939413,University of Sydney
Pyrus calleryana,147.592571,-33.939385,University of Sydney
Pyrus calleryana,147.592573,-33.939358,University of Sydney
Pyrus calleryana,147.592574,-33.939337,University of Sydney
Pyrus calleryana,147.592576,-33.939309,University of Sydney
Pyrus calleryana,147.592578,-33.93928,University of Sydney
Pyrus calleryana,147.59258,-33.939241,University of Sydney
Pyrus calleryana,147.592583,-33.939189,University of Sydney
Pyrus calleryana,147.592585,-33.939155,University of Sydney
Pyrus calleryana,147.592778,-33.93612,University of Sydney
Pyrus calleryana,147.592774,-33.936175,University of Sydney
Pyrus calleryana,147.592771,-33.93623,University of Sydney
Pyrus calleryana,147.592767,-33.936288,University of Sydney
Pyrus calleryana,147.592764,-33.936339,University of Sydney
Pyrus calleryana,147.592761,-33.936384,University of Sydney
Pyrus calleryana,147.592758,-33.936438,University of Sydney
Pyrus calleryana,147.592753,-33.936506,University of Sydney
Pyrus calleryana,147.592749,-33.936571,University of Sydney
Pyrus calleryana,151.186204,-33.886145,University of Sydney
Pyrus calleryana,151.186208,-33.886169,University of Sydney
Pyrus calleryana,151.186208,-33.886169,University of Sydney
Pyrus calleryana,151.185629,-33.8866,University of Sydney
Pyrus calleryana,151.185561,-33.88624,University of Sydney
Pyrus calleryana,151.185631,-33.886694,University of Sydney
Pyrus calleryana,151.185623,-33.886719,University of Sydney
Pyrus calleryana,151.185625,-33.886746,University of Sydney
Photinia serratifolia,151.186783,-33.886038,University of Sydney
Araucaria bidwillii,151.191039,-33.884966,University of Sydney
Araucaria bidwillii,151.161725,-33.864891,University of Sydney
Araucaria bidwillii,151.161924,-33.865151,University of Sydney
Araucaria bidwillii,151.18227,-33.886248,University of Sydney
Araucaria bidwillii,151.182585,-33.886411,University of Sydney
Araucaria bidwillii,151.182763,-33.88648,University of Sydney
Araucaria bidwillii,151.048533,-33.88089,University of Sydney
Araucaria bidwillii,151.048421,-33.880885,University of Sydney
Araucaria bidwillii,151.049092,-33.880825,University of Sydney
Araucaria bidwillii,151.049365,-33.88077,University of Sydney
Agathis robusta,151.188896,-33.884939,University of Sydney
Agathis robusta,151.189767,-33.887456,University of Sydney
Agathis robusta,151.050644,-33.882569,University of Sydney
Agathis robusta,151.05061,-33.882513,University of Sydney
Agathis robusta,151.050379,-33.882109,University of Sydney
Agathis robusta,151.050875,-33.883029,University of Sydney
Agathis robusta,151.050849,-33.882969,University of Sydney
Agathis robusta,151.050767,-33.882877,University of Sydney
Agathis robusta,151.05076,-33.882913,University of Sydney
Araucaria cunninghamii,151.185924,-33.88742,University of Sydney
Araucaria cunninghamii,151.185955,-33.887888,University of Sydney
Araucaria cunninghamii,151.185798,-33.887102,University of Sydney
Araucaria cunninghamii,151.185827,-33.887148,University of Sydney
Araucaria cunninghamii,151.185868,-33.887207,University of Sydney
Araucaria cunninghamii,151.185903,-33.887364,University of Sydney
Araucaria cunninghamii,151.18591,-33.887295,University of Sydney
Araucaria cunninghamii,151.185749,-33.887044,University of Sydney
Wollemia nobilis,151.189076,-33.885079,University of Sydney
Gordonia axillaris,151.16208,-33.86557,University of Sydney
Camellia japonica,151.188183,-33.885733,University of Sydney
Camellia japonica,151.188357,-33.886108,University of Sydney
Camellia japonica,151.188348,-33.886053,University of Sydney
Camellia japonica,151.188289,-33.885964,University of Sydney
Camellia japonica,151.18822,-33.885974,University of Sydney
Camellia japonica,151.188192,-33.885978,University of Sydney
Camellia japonica,151.188154,-33.88598,University of Sydney
Camellia japonica,151.188112,-33.885988,University of Sydney
Camellia japonica,151.187863,-33.886806,University of Sydney
Camellia japonica,151.188691,-33.886615,University of Sydney
Camellia japonica,151.186658,-33.88525,University of Sydney
Camellia japonica,151.186788,-33.885857,University of Sydney
Camellia japonica,151.186534,-33.886884,University of Sydney
Camellia japonica,151.186352,-33.887051,University of Sydney
Camellia japonica,151.18541,-33.885559,University of Sydney
Camellia japonica,151.185378,-33.885565,University of Sydney
Camellia japonica,151.18952,-33.891054,University of Sydney
Camellia japonica,151.189503,-33.891071,University of Sydney
Camellia japonica,151.189484,-33.891085,University of Sydney
Camellia japonica,151.162223,-33.865576,University of Sydney
Camellia japonica,151.163419,-33.866687,University of Sydney
Camellia japonica,147.60259,-33.780764,University of Sydney
Camellia japonica,151.188221,-33.88579,University of Sydney
Camellia japonica,151.18625,-33.887054,University of Sydney
Camellia japonica,151.186243,-33.887036,University of Sydney
Camellia japonica,151.186226,-33.887054,University of Sydney
Camellia japonica,151.186219,-33.887035,University of Sydney
Camellia japonica,151.186192,-33.887034,University of Sydney
Camellia japonica,151.186182,-33.887054,University of Sydney
Camellia japonica,151.18617,-33.887035,University of Sydney
Camellia japonica,151.186159,-33.887052,University of Sydney
Camellia japonica,151.18652,-33.886999,University of Sydney
Camellia japonica,151.186507,-33.886999,University of Sydney
Camellia japonica,151.186494,-33.886999,University of Sydney
Camellia japonica,151.186467,-33.887001,University of Sydney
Camellia japonica,151.186453,-33.887001,University of Sydney
Camellia japonica,151.186441,-33.887001,University of Sydney
Camellia japonica,151.186428,-33.887001,University of Sydney
Camellia japonica,151.186407,-33.887017,University of Sydney
Camellia japonica,151.186394,-33.887017,University of Sydney
Camellia japonica,151.186371,-33.887018,University of Sydney
Camellia japonica,151.18636,-33.887018,University of Sydney
Camellia japonica,151.187463,-33.885341,University of Sydney
Camellia japonica,151.187363,-33.88537,University of Sydney
Camellia sasanqua,151.188601,-33.884988,University of Sydney
Camellia sasanqua,151.187193,-33.885423,University of Sydney
Camellia sasanqua,151.187033,-33.885413,University of Sydney
Camellia sasanqua,151.186935,-33.885696,University of Sydney
Camellia sasanqua,151.18696,-33.885691,University of Sydney
Camellia sasanqua,151.18708,-33.885407,University of Sydney
Camellia sasanqua,151.187132,-33.885402,University of Sydney
Camellia sasanqua,151.187156,-33.885401,University of Sydney
Camellia sasanqua,151.187187,-33.885399,University of Sydney
Camellia sasanqua,151.18962,-33.891161,University of Sydney
Camellia sasanqua,151.189162,-33.891237,University of Sydney
Camellia sasanqua,151.190299,-33.890376,University of Sydney
Camellia sasanqua,151.190202,-33.890418,University of Sydney
Camellia sasanqua,151.190174,-33.890432,University of Sydney
Camellia sasanqua,151.190458,-33.890564,University of Sydney
Camellia sasanqua,151.192924,-33.890823,University of Sydney
Camellia sasanqua,151.192919,-33.89084,University of Sydney
Camellia sasanqua,151.192913,-33.890863,University of Sydney
Camellia sasanqua,151.18874,-33.891443,University of Sydney
Camellia sasanqua,151.188726,-33.891433,University of Sydney
Camellia sasanqua,151.188712,-33.891418,University of Sydney
Camellia sasanqua,151.188701,-33.891406,University of Sydney
Camellia sasanqua,151.188685,-33.891392,University of Sydney
Camellia sasanqua,151.188669,-33.891376,University of Sydney
Camellia sasanqua,151.188658,-33.891366,University of Sydney
Camellia sasanqua,151.186644,-33.885841,University of Sydney
Camellia sasanqua,151.186645,-33.885859,University of Sydney
Camellia sasanqua,151.186662,-33.885868,University of Sydney
Camellia sasanqua,151.186672,-33.885863,University of Sydney
Camellia sasanqua,151.186686,-33.885862,University of Sydney
Camellia sasanqua,151.186696,-33.885869,University of Sydney
Camellia sasanqua,151.186598,-33.886996,University of Sydney
Ulmus parvifolia,151.188947,-33.885105,University of Sydney
Ulmus parvifolia,151.186479,-33.885636,University of Sydney
Ulmus parvifolia,151.186714,-33.885613,University of Sydney
Ulmus parvifolia,151.183311,-33.885643,University of Sydney
Ulmus parvifolia,151.183652,-33.885587,University of Sydney
Ulmus parvifolia,151.189452,-33.887494,University of Sydney
Ulmus parvifolia,151.190507,-33.887735,University of Sydney
Ulmus parvifolia,151.190576,-33.887723,University of Sydney
Ulmus parvifolia,151.19058,-33.890887,University of Sydney
Ulmus parvifolia,151.190468,-33.890926,University of Sydney
Ulmus parvifolia,151.162216,-33.864511,University of Sydney
Ulmus parvifolia,151.161957,-33.867,University of Sydney
Ulmus parvifolia,151.161979,-33.86665,University of Sydney
Ulmus parvifolia,151.162214,-33.866622,University of Sydney
Ulmus parvifolia,151.162217,-33.866734,University of Sydney
Ulmus parvifolia,150.666312,-34.018163,University of Sydney
Ulmus parvifolia,150.66636,-34.01806,University of Sydney
Ulmus parvifolia,150.666426,-34.018084,University of Sydney
Ulmus parvifolia,150.667809,-34.018419,University of Sydney
Ulmus parvifolia,150.667816,-34.018372,University of Sydney
Ulmus parvifolia,150.655795,-34.034811,University of Sydney
Ulmus parvifolia,150.656301,-34.035711,University of Sydney
Ulmus parvifolia,150.658011,-34.031303,University of Sydney
Ulmus parvifolia,150.658027,-34.031227,University of Sydney
Ulmus parvifolia,150.65304,-34.036072,University of Sydney
Ulmus parvifolia,150.652941,-34.034211,University of Sydney
Podocarpus elatus,151.185665,-33.88856,University of Sydney
Podocarpus elatus,151.185601,-33.88849,University of Sydney
Podocarpus spinulosus,151.184408,-33.887529,University of Sydney
Afrocarpus falcatus,151.18611,-33.887191,University of Sydney
Afrocarpus falcatus,150.653117,-34.035715,University of Sydney
Afrocarpus falcatus,150.653107,-34.035666,University of Sydney
Afrocarpus falcatus,150.653085,-34.03562,University of Sydney
Cupressus sempervirens,151.188444,-33.884884,University of Sydney
Cupressus sempervirens,151.188388,-33.887636,University of Sydney
Cupressus sempervirens,151.188384,-33.887595,University of Sydney
Cupressus sempervirens,151.188376,-33.887512,University of Sydney
Cupressus sempervirens,151.188359,-33.887404,University of Sydney
Cupressus sempervirens,151.188344,-33.88737,University of Sydney
Cupressus sempervirens,151.188337,-33.887338,University of Sydney
Cupressus sempervirens,151.188333,-33.887309,University of Sydney
Cupressus sempervirens,151.188323,-33.887272,University of Sydney
Cupressus sempervirens,151.18742,-33.887995,University of Sydney
Cupressus sempervirens,151.187359,-33.888006,University of Sydney
Cupressus sempervirens,151.187263,-33.888015,University of Sydney
Cupressus sempervirens,151.186976,-33.888051,University of Sydney
Cupressus sempervirens,151.186903,-33.888056,University of Sydney
Cupressus sempervirens,151.047603,-33.881488,University of Sydney
Cupressus torulosa,151.186242,-33.885754,University of Sydney
Cupressus torulosa,151.186271,-33.885765,University of Sydney
Cupressus torulosa,151.186352,-33.885779,University of Sydney
Cupressus torulosa,151.189049,-33.888562,University of Sydney
Cupressus torulosa,151.18903,-33.888459,University of Sydney
Cupressus torulosa,151.184594,-33.888753,University of Sydney
Cupressus torulosa,151.184587,-33.888753,University of Sydney
Cupressus torulosa,151.184578,-33.888754,University of Sydney
Cupressus torulosa,151.184571,-33.888754,University of Sydney
Cupressus torulosa,151.184555,-33.888755,University of Sydney
Cupressus torulosa,151.184545,-33.888757,University of Sydney
Cupressus torulosa,151.184533,-33.888758,University of Sydney
Cupressus torulosa,151.184492,-33.888762,University of Sydney
Cupressus torulosa,151.184478,-33.888764,University of Sydney
Cupressus torulosa,151.184455,-33.888765,University of Sydney
Cupressus torulosa,151.184445,-33.888767,University of Sydney
Cupressus torulosa,151.184425,-33.888768,University of Sydney
Cupressus torulosa,151.184413,-33.888769,University of Sydney
Cupressus torulosa,151.184401,-33.888771,University of Sydney
Cupressus torulosa,151.184387,-33.888773,University of Sydney
Cupressus torulosa,151.183248,-33.885732,University of Sydney
Cupressus torulosa,151.18326,-33.885843,University of Sydney
Cupressus torulosa,151.189203,-33.891141,University of Sydney
Cupressus torulosa,151.189678,-33.890661,University of Sydney
Cupressus torulosa,151.189732,-33.890621,University of Sydney
Cupressus torulosa,151.163234,-33.86529,University of Sydney
Cupressocyparis leylandii,151.188453,-33.884903,University of Sydney
Juniperus sp.,151.187861,-33.887978,University of Sydney
Juniperus sp.,151.187799,-33.887986,University of Sydney
Juniperus sp.,151.187705,-33.887999,University of Sydney
Juniperus sp.,151.161657,-33.864529,University of Sydney
Callitris rhomboidea,151.183412,-33.885694,University of Sydney
